gene_id	gene_name	condition	normalized_count	sem_normalized_count	raw_count	n_cells	n_samples	plot_expression
Mrpl30	Mrpl30	resting	160.11316118579006	6.700248716241543	695.0	608	3	161.11316118579006
Lyg2	Lyg2	resting	0.0	0.0	0.0	608	3	1.0
Gm15457	Gm15457	resting	0.0	0.0	0.0	608	3	1.0
Lyg1	Lyg1	resting	0.0	0.0	0.0	608	3	1.0
Txndc9	Txndc9	resting	81.57904353295231	5.715839571268158	361.0	608	3	82.57904353295231
Eif5b	Eif5b	resting	136.19551203891052	7.883556466233971	564.0	608	3	137.19551203891052
Rev1	Rev1	resting	16.86186566103209	1.7461107939521823	74.0	608	3	17.86186566103209
Gm37062	Gm37062	resting	0.0	0.0	0.0	608	3	1.0
Gm5099	Gm5099	resting	0.0	0.0	0.0	608	3	1.0
Aff3	Aff3	resting	34.24673548865056	12.31408952334269	176.0	608	3	35.24673548865056
Gm16150	Gm16150	resting	0.0	0.0	0.0	608	3	1.0
Gm16151	Gm16151	resting	0.0	0.0	0.0	608	3	1.0
Gm16152	Gm16152	resting	0.5814152927338786	0.5814152927338787	3.0	608	3	1.5814152927338787
Lonrf2	Lonrf2	resting	0.0	0.0	0.0	608	3	1.0
Chst10	Chst10	resting	19.979399416891372	0.8015029164075568	86.0	608	3	20.979399416891372
Gm37707	Gm37707	resting	0.0	0.0	0.0	608	3	1.0
Nms	Nms	resting	0.0	0.0	0.0	608	3	1.0
Pdcl3	Pdcl3	resting	61.014135532294006	6.674907577168063	255.0	608	3	62.014135532294006
Gm37821	Gm37821	resting	0.0	0.0	0.0	608	3	1.0
Npas2	Npas2	resting	0.7752203903118383	0.7752203903118383	4.0	608	3	1.7752203903118384
Rpl31	Rpl31	resting	625.437016718524	23.17487502298757	2671.0	608	3	626.437016718524
Tbc1d8	Tbc1d8	resting	9.173715342606622	4.1344784539028945	43.0	608	3	10.173715342606622
Cnot11	Cnot11	resting	28.493176599475202	0.9457994944239062	122.0	608	3	29.493176599475202
Gm15832	Gm15832	resting	0.5331917309032833	0.294904803519425	3.0	608	3	1.5331917309032832
Rnf149	Rnf149	resting	30.346517183422872	2.461901723734138	124.0	608	3	31.346517183422872
Creg2	Creg2	resting	0.33938663332532376	0.3393866333253238	2.0	608	3	1.3393866333253237
D930019O06Rik	D930019O06Rik	resting	0.0	0.0	0.0	608	3	1.0
Rfx8	Rfx8	resting	0.0	0.0	0.0	608	3	1.0
Gm3646	Gm3646	resting	0.0	0.0	0.0	608	3	1.0
1700066B17Rik	1700066B17Rik	resting	0.0	0.0	0.0	608	3	1.0
Map4k4	Map4k4	resting	117.96872893677971	8.586182684079288	492.0	608	3	118.96872893677971
Il1r2	Il1r2	resting	5.606700718914439	1.5606016481460516	21.0	608	3	6.606700718914439
Gm16894	Gm16894	resting	0.16969331666266188	0.1696933166626619	1.0	608	3	1.169693316662662
Il1r1	Il1r1	resting	2.2743438468334105	1.2342594366001174	10.0	608	3	3.2743438468334105
Il1rl2	Il1rl2	resting	4.857775021533829	1.6668931295678733	18.0	608	3	5.857775021533829
Il1rl1	Il1rl1	resting	2.302460240275795	1.3226793792466554	13.0	608	3	3.302460240275795
Il18r1	Il18r1	resting	80.41857971399332	13.427574129767638	327.0	608	3	81.41857971399332
Il18rap	Il18rap	resting	26.264235085199687	8.356666084701347	95.0	608	3	27.264235085199687
Gm35801	Gm35801	resting	0.0	0.0	0.0	608	3	1.0
Slc9a4	Slc9a4	resting	0.19380509757795958	0.19380509757795958	1.0	608	3	1.1938050975779595
Slc9a2	Slc9a2	resting	0.0	0.0	0.0	608	3	1.0
Gm37623	Gm37623	resting	0.0	0.0	0.0	608	3	1.0
Gm37915	Gm37915	resting	0.33938663332532376	0.3393866333253238	2.0	608	3	1.3393866333253237
Mfsd9	Mfsd9	resting	1.0663834618065666	0.58980960703885	6.0	608	3	2.0663834618065664
Tmem182	Tmem182	resting	0.0	0.0	0.0	608	3	1.0
4930448I06Rik	4930448I06Rik	resting	0.0	0.0	0.0	608	3	1.0
Gm28634	Gm28634	resting	0.0	0.0	0.0	608	3	1.0
Gm29260	Gm29260	resting	0.0	0.0	0.0	608	3	1.0
Gm9915	Gm9915	resting	0.0	0.0	0.0	608	3	1.0
Gm29664	Gm29664	resting	0.0	0.0	0.0	608	3	1.0
Gm28175	Gm28175	resting	0.0	0.0	0.0	608	3	1.0
Gm28140	Gm28140	resting	0.0	0.0	0.0	608	3	1.0
Pantr1	Pantr1	resting	0.0	0.0	0.0	608	3	1.0
Gm20646	Gm20646	resting	0.0	0.0	0.0	608	3	1.0
Pou3f3	Pou3f3	resting	0.0	0.0	0.0	608	3	1.0
Pantr2	Pantr2	resting	0.0	0.0	0.0	608	3	1.0
